id,title,description
3001,Play GlowGolf glow in the dark mini golf in Schiedam,GlowGolf has the nicest glow in the dark miniature golf course of Schiedam You play GlowGolf in a fantasy world full with life-sized D dragons and other creatures Come along with your friends to hit a ball The deal round GlowGolf maximum persons Value of the deal Reservation via glowgolf nl schiedam with remark code ggsch barterdeal
3218,Food program for orphaned children in Marakwet East Kenya,"We are a non-profit organization with projects in Marakwet East Kenya. We support orphaned children by providing for their day to day school needs as well as food items. We also support widows who lost their husbands during cattle rustling incidents with neighboring countries. Our aim is to raise public awareness about the problems that the Marakwet children are facing. They are traumatized and do not have access to education due to constant harassment by bandits stealing livestock. Sometimes, children go without food and water for many days."
3581,SneakAIR A real test for all-day comfort,"Try them out! Incorporate SneakAIR Orthopedic Shoes into your daily routine. Whether you are walking, working or on the go, share your honest experience"
3709,SPRING TIKTOK VIDEO EURO AND DRINKS,"Mojo Maté is this week in Bonus at Albert Heijn. We are looking for videos with lively music on it At the Albert Heijn while buying our drinks. As always, our videos are all about good vibes, good feelings and smiles. We can discuss music in the chat"
3217,Cycling plate for dynamic indoor cycling as if you are cycling outside,"For this deal, I offer a free rocker plate for any of our models offered on our website."
3336,Padel Pizza.,"Padel Pizza Favourite at Dekker Zoetermeer First play some padel, then enjoy a delicious pizza. It can’t get any better. Invite three friends and play together on the court after which you can immediately sit down at Sweet Lake Italy all under one roof Sport, fun and good food. Who are you taking with you?"
701,Climb Walls Play in,Access to our Climb Walls for an hour for people in exchange for a Tiktok video Please share your experience from start to finish Time is negotiable The deal will be booked based on availability and negotiated through the chat
3418,FREE buckwheat pillow test review our sustainable and responsible pillow,"We offer our Buckwheat Pillow in exchange for visibility on your channel What you get A buckwheat pillow in the size fitting to your height and weight A matching satin pillowcase The chance to collaborate with a sustainable and responsible brand Do you want to take up this barter deal? Then click Get this Barter deal and let’s work together What makes a Buckwheat Pillow good for your sleep and health Relaxes the muscles in your back, shoulders and neck so that you wake up feeling rested Optimal air circulation for cooling Naturally anti-allergic bacteria and fungus resistant Made of organic raw materials Customized size for ideal distribution Adjustable to your wish"
1259,Free pizza dinner for,Get a free pizza dinner at La Base Pizza for two people. Dinner includes one free pizza dessert per person and two drinks per person. We hope to see you soon!
3102,Wine Moment Which wine suits your perfect moment,"Wine Moment Which wine suits your perfect moment Some wines are perfect for a special moment Think of an evening spent on the couch, a cozy drink with friends or a delicious dinner At Grape N Green we believe that the right wine completes the moment Do you want to take your followers along in your favorite wine moment Then this collaboration is something for you The deal You receive one bottle of wine tailored to the moment you want to highlight You can choose whether you let yourself be surprised Optionally, you will get an exclusive discount code to share with your followers What do we expect from you Minimum post or Reel Story in which you share the wine and the moment Tell why this wine suits the moment so well and share your taste experience Mention Grape N Green and refer to our webshop Authentic visually appealing content that matches your style and Grape N Green Cremants are excluded from the deal"
2547,Free sports equipment for you!,"Get a complete sports set. This can consist of a training pants, shirt and hoodie for men. For women it can be a sports legging or tracksuit pants, shirt or croptop and a hoodie. We would like to receive in return a video reel for our own use and a post on Instagram where we are tagged."
3337,Promoting Sosurwo Projects,Sosurwo Fund has projects in the Marakwet East Subcounty Many children go hungry and do not attend school due to a lack of food and school materials After school there are no jobs and they turn to cattle rustling which is not good
3582,SneakAIR Challenge Feel the difference.,"How are your old shoes? Try SneakAIR with your regular shoes. Let us show the difference in comfort, support and style"
3710,Stronger Gum Transformation,Stronger Gum is the hardest and most functional chewing gum in the world and has transformed people’s faces. People who are accepted get all the free Stronger Gum they need. More information can be found at strongergum com
2924,Feel fitter with SÛN probiotics.,"SUN is liquid probiotics from Friesland. Due to the millions of microorganisms, SUN is a very pure product. The intestinal flora is brought back into balance by complaints and diseases that arise from the intestines. We ask you to use SUN for at least weeks. We will send you as many bottles as possible. For this we ask you to make a video about how SUN tastes and what effect it has on you. Mention SUN in at least one post"
3422,Become a BoenPrincess of Cosmeau for free and receive sustainable cleaning products in Haarlem,"Cosmeau is looking for video creators who love cleaning and want to create weekly short-form content about cleaning tips, unboxings and product demonstrations."
2548,"Tiles to decorate, paint or draw on",We are sending free stickers that you can decorate with glitter or paint. Inspiration theme CHRISTMAS Example content https v m tiktok com ZNe s wLR
3103,Culturich T-shirt worth,"We are Culturich Clothes, a brand that represents the World. We don’t just sell t-shirts; we tell stories. Each design reflects details of a country and connects people worldwide to their roots through a shared appreciation for diversity and creativity. For this deal, we need you to make a video where you are wearing a shirt from The Netherlands. In the video, you can show how you can wear traditional clothes but also create a modern outfit. We want to ask you to use your creativity in this video. We offer you a free t-shirt of The Netherlands. We also have more countries on our website for this deal. Are you suitable for this deal? Then we would like to get in touch with you."
3220,Influencers wanted for promotion of online exam training.,We are looking for new TikTok influencers to promote MyTutor for the centraal exam.
3713,Natural wines.,Get a package of the best natural wines Share your experience with your followers and introduce them to pure organic wines Perfect for lovers of special wines
3711,Free Poke Bowl with a drink of your choice for you and your friend.,Choice of Poke Bowl per person drink to choice See website for menu
1623,Car Window Tinting Solarplexius,"Are you an influencer looking to partner with Solarplexius? We've got the perfect opportunity for you! We will provide you with a discount code for off and you can claim your free complete set of car window tinting on our website https://solarplexius.co.uk/ Our sun protection shields your passengers from harmful UV A and UV B rays, making the ride more comfortable for both children and pets Plus it reduces heat and enhances privacy in your vehicle making your travels more enjoyable"
1684,New Car Tint Your Own Windows With Solarplexus,"Are you an influencer looking to partner with Solarplexius? We've got the perfect opportunity for you! We will provide you with a discount code for off and you can claim your free complete set of car window tinting on our website https://solarplexius.co.uk/ Our sun protection shields your passengers from harmful UV A and UV B rays, making the ride more comfortable for both children and pets Plus it reduces heat and enhances privacy in your vehicle making your travels more enjoyable"
1683,Need Your Windows Tinted? Solarplexus Brings the Shop to Your Garage.,"Are you an influencer looking to partner with Solarplexius? We've got the perfect opportunity for you! We will provide you with a discount code for off and you can claim your free complete set of car window tinting on our website https://solarplexius.co.uk/ Our sun protection shields your passengers from harmful UV A and UV B rays, making the ride more comfortable for both children and pets Plus it reduces heat and enhances privacy in your vehicle making your travels more enjoyable"
2398,Promote our party collection,"Showcase our party collection and keep a party outfit, you choose which party collection you order from our site. We send it to you for free. You take pictures of the outfits that fit. Post these moving images as video on your post and story tagging us with it. You also deliver the content so we can use it too. Keep the outfit and return the rest with a prepaid return label. Taking pictures and shooting videos is also allowed in our clothing store in Bruges"
2842,Brut Wine Tour and Golf Cart,"Introduction to local wine culture, fun vineyards, landscape, castles and tastings. Starts until ca"
3584,Karma Kebab Amsterdam,Come and taste the iconic pita Karma Kebab Born on festival grounds and now served in Amsterdam next to Leidseplein Deal for persons A sourdough pita Karma Kebab or loaded fries with Karma Kebab a soft drink of choice
3104,Home Living Creator wanted Handmade accessories,Are you a content creator interior stylist entrepreneur or store that believes in functional sustainable and stylish products? At COHOSO we offer handmade Dutch quality products in exchange for authentic collaborations. What do you get? Luxury ergonomic neck pillow value Reduces neck and back complaints ideal for homeworkers on the couch or a relaxation chair Handmade and Dutch product Many more possibilities for collaboration are negotiable
3002,GLAMfibers volumizing mascara.,Demonstrate how the GLAMfibers volumizes and lengthens your mascara instantly. Can be used with any fresh mascara and remover with any makeup remover
2375,Knee brace set for sports creators,"Do you have a passion for running cycling or triathlon? Perfect, we are looking for you! Vitalicsport.com is a sports brand aimed at endurance athletes to help them become and stay injury-free. For our content marketing, we are therefore looking for enthusiastic and sporty creators. Currently, we are specifically looking for collaboration linked to our Knee Brace Set. The videos do not have to be standard advertisements. We actually prefer it when you use our products to share valuable tips such as tips on how to effectively use a foam roller or the most effective exercises with a fitness elastic There are few restrictions on the type of video that you make, so let your creativity run free. In addition, you can also give a discount code to your followers in percent so that the collaboration also benefits your followers"
2549,"Fitness influencers wanted, show your workouts in our outfits.","Discover the unique combination of strength and fashion with Defeat Your Demons. Our brand was born from a passion for empowering people while elevating their style at the same time. We believe that fashion is more than just clothing, it's an expression of your inner strength and self-confidence. At Defeat Your Demons we combine powerful messages of self-empowerment with trendy designs. Our collection includes both inspirational textual designs as well as our iconic Hero designs perfect for anyone who wants to feel strong and stylish on and off the sports field. We are looking for male and female influencers who share this vision with us and want to help spread it. As our ambassador, you will receive exclusive pieces from our collection in exchange for engaging posts, reels, and stories on your social media. Share your experience with Defeat Your Demons and inspire your followers to stand up in their strength as well with our fashionable and empowering outfits. Become part of our movement and show the world how fashion and empowerment go hand in hand."
2373,Fitness tape for sports TikTok creators,"Do you have a passion for running cycling or triathlon? Perfect, we are looking for you. Vitalicsport com is a sports brand aimed at duursportatleten to help them become and stay free of injuries. For our content marketing, we are therefore looking for enthusiastic and sporty creators. Currently, we are specifically looking for collaboration linked to our Fitness tape set. The videos do not have to be standard advertisements. We actually prefer it when you use our products to share valuable tips such as tips on how to effectively use a foam roller or the most effective exercises with a fitness elastic band. There are few restrictions on the type of video that you make, so let your creativity run free. In addition, you can also give a discount code to your followers in percent so that the collaboration also benefits your followers."
2928,Easyplay S free pocket-sized music keyboard €1,"EASYPLAY Complete Package The EasyPlay is a music keyboard in pocket format that allows you to enjoy and get inspired by music anytime, anywhere. In exchange for a promotional video, you receive this one free worth EUR"
3712,Free Poke Bowl with a drink of your choice for you and your friend.,Choice of Poke Bowl per person drink to choice See website for menu
2117,Custom mat,We offer the service of creating custom rugs. This allows you to be creative and add a piece to your home that fits you perfectly. We want to promote this process so we are looking for creators with a creative idea for a custom rug and content. The rug you create is yours to keep and worth
236,TRIPTYCH TWO CHAIRS AND A TABLE,Early s Old repair in leg of chair with Bow Back Both chairs have traditional scooped seats and have the irregularities of furniture made with hand tools typical of Irish Cottage Furniture also known as primitive or folk furniture The table legs have been spliced an old repair that is visible through the paintwork Worth this offer is for a discount
1085,Facial treatment minutes.,"Relaxing facial treatment of minutes with natural WELEDA products. We pamper you and after that, you leave the door with a radiant skin"
1400,Share your Funky Falcon moment,"We are Two Chefs Brewing, an Amsterdam craft beer brewery. You might know us from the Funky Falcon Green Bullet or White Mamba which can be found in almost all of Holland’s horeca and supermarkets. This summer we are looking for creative creators with a passion for refreshing beers who want to capture their unique Funky Falcon moment. With us, everything revolves around creating special flavours and getting the most out of life. Do you have a cool idea for a Funky Falcon post that can increase our reach? Sign up and show us how you fit in with the Funky Falcon lifestyle"
1123,Sunday Brunch for two at Le Pain Quotidien Spuistraat,"Brunch for two, including a juice and hot drink"
3328,FREE LION VIBE Hoodie from Vibecreation nl,"Vibecreation VIBE isn't just a brand, it's an experience. Founded by a Molecular Scientist alongside two visionary Architects as Creative Directors we blend science and design to create something truly unique. Right now we are offering exclusive promotional opportunities; select partners will receive free items in exchange for strategic exposure. If you see the potential in collaborating with an innovative, boundary-pushing brand let's talk"
2364,Discover the magic of washable patches.,"Hey there! Do you want to try a sustainable and comfortable alternative for disposable sanitary pads? Then we have something special for you. We at Fancy Sew are super excited about our washable sanitary pads and we want you to try them too. Our products are not only good for your skin but also for the planet And the best of all They come in the cutest, happiest prints that brighten up your day"
3573,PowerBuff Girls Naudiz Gym Shirt Launch,"Naudiz is a newly launched brand built for and by athletes. We are looking for driven fitness and strength training influencers who want to grow with us. This is your chance not only to receive free products but also to earn directly with every sale you generate. What we offer: Free shirts in colors of your choice Discount code for your followers Monthly payment Increasing commission per sale Tredesystem The more you sell, the more you earn shirts per shirt shirts per shirt shirts per shirt shirts per shirt Chance on a long-term collaboration We are looking for serious athletes and content creators who want to use their reach and grow with Naudiz. Not only will we regularly launch new shirts, but also sports equipment. Join us and turn your passion into a source of income"
3714,Test our dog supplements worth euro,You are getting free dog supplements worth euro in exchange for a short video clip in which you describe the positive impact this supplement had on your dog’s health
2551,Stronger than ever Free Krav Maga training at Curzo in exchange for your content,"Stand up for yourself with Curzo Krav Maga Free self-defense training clothing and protection for male and female influencers About Curzo Curzo has been offering more than a year of effective Krav Maga self-defense training and powerful mindset coaching for young and old Our biggest goal To put you in your strength as soon as possible when dealing with violence or dominant behavior Whether it's about attacks and threats without weapons Defending against weapons such as knives, sticks or guns Strangulation lying attacks and even Multiple attackers at once plus much more What we have an answer for regarding self-defense and we are happy to teach you Who are we We are looking for male and female influencers between the age of 18 and 35 who like making social media and/or YouTube content about our lessons and about our internationally recognized Krav Maga expert owner Ryan Sibelo What do you get in exchange for your content Free Krav Maga training for or even months for yourself and a friend Free sports clothing and protective materials Free private lesson A unique experience learn to defend yourself and stand stronger in life Interested Reply now on this deal and discover what it means to really stand up for yourself KravMaga Self-defense InfluencerDeal TrainFree StandUpInYourStrength CurzoKravMaga"
1636,Resistance bands set for Fitness TikTok Creators,"Do you have a passion for running cycling or triathlon? Perfect, we are looking for you. Vitalicsport com is a sports brand aimed at endurance athletes to help them become and stay free of injuries. For our content marketing, we are therefore looking for enthusiastic and sporty creators. Currently, we are specifically looking for collaboration linked to our resistance band set. The videos do not have to be standard advertisements. We prefer it when you use our products to share valuable tips such as how to effectively use a foam roller or the most effective exercises with a fitness elastic There are few restrictions on the type of video that you make, so let your creativity run free. In addition, you can also give a discount code to your followers in percent so that the collaboration also benefits your followers"
3338,All in Korting,"Dear Content Creator, We are excited to inform you about our latest hosting offers that you can promote to your audience. These packages have been designed to meet the different needs of small businesses and larger enterprises Affiliate Benefit If you promote these packages, you will receive an affiliate link with which you earn commission on every sale generated through your link All in Business Package month for the first months WordPress Websites Perfect for multiple projects Free SSL certificate Increases security Domain with unlimited subdomains Ideal for brand growth Mailboxes Professional email services Daily backups For data protection Unlimited bandwidth For optimal performance Priority Support Always support Databases and GB webspace Space and power for growth All in Webshop Package month for the first months WordPress Website Suitable for starting webshops Free SSL certificate For safe transactions Domain with unlimited subdomains Flexibility for expansions Mailboxes For business communication Daily backups Security for your data Unlimited bandwidth For a smooth shopping experience GB webspace Space for your products All in Webshop Package month for the first months WordPress Website Suitable for established stores Free SSL certificate For customer trust Domain with unlimited subdomains For growth and diversification Mailboxes For team communication Daily backups Carefree business Unlimited bandwidth For busy times GB webspace Space for your full catalog We hope that you can share these great deals with your audience and inspire them to start their online journey with us. The discount code will be automatically added Thank you for your collaboration and effort"
2550,Stronger than ever Free Krav Maga training at Curzo in exchange for your content,"Stand up for yourself with Curzo Krav Maga Free self-defense training clothing and protection for male and female influencers About Curzo Curzo has been offering more than a year of effective Krav Maga self-defense training and powerful mindset coaching for young and old Our biggest goal To put you in your strength as soon as possible when dealing with violence or dominant behavior Whether it's about attacks and threats without weapons Defending against weapons such as knives, sticks or guns Strangulation lying attacks and even Multiple attackers at once plus much more What we have an answer for regarding self-defense and we are happy to teach you Who are we We are looking for male and female influencers between the age of 18 and 35 who like making social media and/or YouTube content about our lessons and about our internationally recognized Krav Maga expert owner Ryan Sibelo What do you get in exchange for your content Free Krav Maga training for or even months for yourself and a friend Free sports clothing and protective materials Free private lesson A unique experience learn to defend yourself and stand stronger in life Interested Reply now on this deal and discover what it means to really stand up for yourself KravMaga Self-defense InfluencerDeal TrainFree StandUpInYourStrength CurzoKravMaga"
3585,Here comes the Easter Bunny.,Decorate one of our chalkboards for Easter We are looking to send out one of our x chalkboards and the markers to decorate it with an Easter theme
1415,A fair evening out at Loetje Amsterdam ZuidAs credit,"We are Rootzz or Nature and love good food. Our jackfruit products are the perfect meat substitute with a delicious texture. We are curious about what you think of our product at Loetje, the Patatje Rendang of Jackfruit and the Broodje Jackfruit Rendang. That is why we would like to invite you for a lovely evening This includes collaboration A dinner for two at Loetje where you can choose from delicious jackfruit dishes patatje rendang or broodje rendang of jackfruit lunch A gift card to spend at Loetje Posting an Instagram Reel or Tiktok in which you show the dish and tell about your experience Tag Loetje restaurant in the content"
3715,Test our cat food for €,Test our insect-based cat food for € and in return we expect a short (20 second) video where you share your positive experience with our product.
1696,Pillowzzz tests unique honeybee headrest for Belgian influencers,"We would like to send you our Pillowzzz Honeybee pillow that is ventilating, supportive and adjustable. In exchange we ask you to make a natural story set with your experience after using the pillow. Do you sleep better without neck complaints? What makes the pillow unique for you? Also show the inside of the pillow in terms of texture and comfort. Share our website www.pillowzzz.be with the code HELLO to get a discount. For now we only work with Belgian influencers Interested, let us know Greetings The Pillowzzz Team"
3313,Vegetable seeds package for €,We offer a vegetable seeds package with different types of vegetables and herbs From delicious cherry tomatoes and green beans to special colored beets and various herbs
1550,Jewelry webshop voucher,"Hey there! Enjoy a shopping spree at Jewellery Webshop. Use your code to pick from our stunning rings, earrings and more. Mix and match and shine! Grab your offer now."
1489,Advent calendar Christmas special beer pre-order,"Christmas is coming and this year we want to launch a mega fat and unique beer advent calendar. Every day you can open a box with behind it a mega unique beer from the best breweries all over the world. We would like to ask you to promote this pre-order and later full order. The real product is not finished yet, so we cannot send it out yet. However, we can send you a teaser and our subscription so that you have something to post. The box will be somewhere in between EUR with EUR pre-order discount and subscribers also get a discount on the price always. So you can stimulate your followers to subscribe first and then buy the advent calendar. For both products we can give you a unique discount code. The current price and good product photo will be online soon"
171,"Vunzige Deuntjes Gasworks, Amsterdam","Free admission For more information about the event, see https://www.vunzigedeuntjes.nl/events/vunzige-deuntjes-gashouder"
3004,Promote reminder clo on Instagram,"Our brand represents the unwritten rules of life motivation and self-improvement. We are looking for fashionable influencers, both male and female. You can choose an item from our online store which we will send to your address"
3106,Pasen Tumbler.,"You get a super nice Easter tumbler from us. In addition, you can choose someone else who also gets the package from us"
3222,Escape game The Spy of Magadan,"In this puzzle adventure you will work as a real detective. You get the ultimate detective feeling. It goes even further than just solving mysteries and riddles. Eyes and ears must therefore be opened non-stop so that you can see all connections, just like real secret agents. Prepare for an adventure full of SUSPENSE ACTION VARIATION TWISTS and MYSTERIES in which you will work with VIDEO IMAGES SOUND FRAGMENTS MAPS NEWSPAPER PHOTOS CHAT CONVERSATION E MAIL SOCIAL MEDIA PROFILES LETTER STAFF LIST DOCUMENTS SEARCH ENGINES NOTES AND MORE. Both physically and digitally available at https swangate nl Direct link to the adventure https swangate nl product de spionne van magadan Digital version https swangate nl product de spionne van magadan download"
3473,Get Wokolie of your choice,"Are you a true kitchen hero who loves experimenting? Then this is your moment. Discover the power of our infused wok oil from Mr Scoville, the secret ingredient for your ultimate stir-fry dishes. Carolina Reaper Infused Wok Oil ML Jalapeno Infused Wok Oil ML Lemondrop Infused Wok Oil ML Thai Infused Wok Oil ML We are looking for short and catchy videos in which all these unique oils come into view. Show your creativity. Wok medley Prepare a tasty stir-fry dish in which you showcase all the oils, but choose one to highlight extra with a signature dish that reflects your style perfectly. First reaction video Taste and compare the explosive flavors of our oils and share your first impression. What makes your favorite oil so special? Food Challenge Challenge yourself and test the oils in a creative dish with extra focus on the oil you like best. Do you have another idea? We would love to hear it. What do you get from us? A complete set of our infused wok oils Carolina Reaper Jalapeno Lemondrop and Thai each ML to test and use in your content. Would you like to try it out? Let us know why you are the influencer for this collaboration and convince us that you are the ultimate chef who can bring Mr Scoville's infused wok oils to life"
2850,Free Crispy Chilli Oils delivered with every recipe or video,Trade in products for content Crispy Chilli oils inspired by world cuisines delivered to your door are now available at Jumbo supermarkets
3425,Bonus and Free Product,"Aloe vera drink in different flavors. The aloe drink cleanses your intestinal tract and contains all essential amino acids, vitamins and minerals. Extensive information can be sent to us. We give days not satisfied money return guarantee"
3005,Earn on sales and give your followers a discount to promote the next gen Basky bike basket,"Earn per sale and give your followers a discount to promote the next gen Basky bike bag Do you want to inspire your community with a sustainable cycling experience? With the Basky bike bag, you not only add style and convenience but also contribute to a better world. You can earn money here and make your followers happy with exclusive discounts Win-Win Why is Basky irresistible for your followers Customizable Design your own Basky Your followers can choose their color and style via our design tool on the website Multifunctional The Basky bike bag is not only an eye-catcher but also a practical shopping basket Ideal for grocery picknicks or daily life Sustainable Made in the Netherlands from recycled plastic and assembled by people with a distance to the labor market for a greener and more social future Your benefits as creator Exclusive discounts for your followers Share a personal discount link that allows your followers to save on their own Basky Earn per sale Your unique code keeps track of how many sales are linked to you Receive a FREE Basky personalized basket Use our design tool to create your own style or make advertising for yourself Make videos or posts in which you show how you use Basky from design on the website to daily routine Check out the video about The with Henk Schiffmacher to get a good impression of the Basky basket https www youtube com watch v HqAZnZ Coo"
3586,Get paid for promoting AdGreener,"Promoting the new fuel additive by using it yourself and making a positive statement about it. Also promoting our website www adgreener nl and our socials adgreener facebook instagram and tiktok you will receive free adgreener bottles from us sent and per video what is AdGreener? AdGreener is a fuel additive that ensures your car drives more economically, keeps your engine clean and prevents wear and tear. This also prevents expensive repairs due to engine malfunctions. If you go on vacation, you can take AdGreener with you. By using AdGreener, you can refuel at any gas station abroad. Saving fuel means saving money because less often you have to fill up"
2929,Loungenet at home Parents beware,"Want to turn your garden into a relaxing spot for the whole family? We are looking for creators who want to test our lounge mats and show how this product makes outdoor or indoor life more comfortable and enjoyable. What we ask for is vertical videos of seconds in which you use the lounge mat, for TikTok and Instagram story post on two different days where you tag us and share your relaxing moment. Show why lounge mats are ideal for parents with children or an addition to your garden. What you get: a free lounge mat in exchange for your content that we may also use as advertisements. Read the terms and conditions carefully so that together we can make it a success. Want to know more about Nettenshop? Check out our website www.nettenshop.nl"
3223,Cooking with unique Wagyu meat.,"We sell Wagyu beef from our own cattle online and in our physical store in Amsterdam. This is a unique meat product and we would like to bring it further under the attention of the public. In exchange for a nice and unique video, you get x Wagyu steak that you can pick up at our store in Amsterdam"
2930,Voucher on MKCMOTO NL,Respond exclusively via Barter Bikers beware Get a voucher and get ready for the motor season We would like to receive a video in which you share your ordering experience and showcase the products in use Post on your own channel and we will gladly receive the video for our own use
3006,A Travelbags The Base suitcase for your next trip,"Need a suitcase for your next trip? In exchange for a TikTok video on your account, you’ll receive a stylish Travelbags The Base suitcase in size S. What are you waiting for?"
2852,Promote Nomadz for a free workspace.,"You as a content creator also need a nice workplace. That can be at home, but a professional workplace and being among people has a big positive impact on your productivity. Therefore come to our flexible working in exchange for promoting our space. Concretely you get your own desk or office if you create weekly content for us"
3107,Tumbler.,Do you want to receive the new designs of the tumblers and make a nice unboxing video? Then respond immediately. A tumbler will also be given away by you through a winactie (Dutch for giveaway). The tumbler keeps your drinks cold for up to 12 hours or warm for up to 8 hours.
2259,THE BATTLE OF THE GOAT CHICKEN EDITION,The battle you have been waiting for so long without realizing it Chickentenders eating until you drop in just a few minutes it is a dream come true Are you there or be square THE BATTLE OF THE GOAT CHICKEN EDITION Tiendplein Rotterdam uur Subscribe at the link in bio free The Goat Merch
3225,SHORT GIRLS WANTED FOR PETITE FASHION BRAND,"KEMBAR is a new fashion brand specializing in fashionable clothing for petite women. Petite refers to women up to one meter. For our first collection of petite pants, we are looking for girls up to one meter who want to show off our unique collection. The pants are available in olive green or navy blue. These pants have straight legs and are perfect for the office but also suitable for going out, such as lunches and dinner parties. Deal: We are offering to send a pair of pants to UGC creators who are excited about our brand and can give back this energy to their audience by making an Instagram Reel or TikTok video. Content: There are different types of videos we are looking for. If you are interested, choose one of the videos that fit your style of content. For each type of content, we have provided some examples, but please feel free to put in your own creativity. Try on haul https://vm.tiktok.com/ZNeoqwJVt https://www.tiktok.com/@piastachio/video/684130597288004848?is_from_webapp=1&sender_device=pc&web_id690944930592649699"
3007,A stylish DIMAGINI Workbag for your working days,"Need a stylish work bag? In exchange for a TikTok video on your account, you'll receive a stylish DIMAGINI Work Bag. What are you waiting for?"
1158,Lunch for two,"Enjoy a lunch for two, drink a bite at HOOKED Rotterdam. On the menu salads, smoothies, sandwiches, cookies, coffee and tea. More on Monday to Friday."
3226,Cooking with Rico's Wagyu meat.,We would like to bring our own raised wagyu beef under the attention of the country. We sell this meat via ricos nl and our store in Amsterdam. We will send you a wagyu package for free in exchange for a cooking video of these steaks
2931,Voucher for MKC Moto store,"Respond exclusively via Barter Bikers, pay attention. Receive a voucher and get ready for the motor season. Make a video visiting one of the stores and shop your new gear. Post the video on your own channels and we would like to receive the video from March for our use in advertisements"
2853,Borrel at the Longhorn Bar Grill,"Come and enjoy a cozy drink at Longhorn Bar Grill after half past six. You receive one cocktail, wine or beer per person and a shared bite to share together. Take a seat at the bar and experience Texan cosiness. If you want more drinks or bites that is for your own account"
2854,Brow Lamination,Requirements for the Browlamination Barter Deal Voor de behandeling Post een story en of feed post waarin je de browlamination aankondigt Tag silkpmu en gebruik relevante hashtags SILKPMU browlamination brows wenkbrauwen huissen arnhem browbar Dag van de behandeling Deel een story op de dag zelf waarin je jouw ervaring tijdens de behandeling beschrijft Na de behandeling Post een story met het directe resultaat en jouw eerste indruk Maak een feed post over het resultaat jouw ervaring en tag silkpmu maak ons ook collaborator Resultaat delen Deel na een paar dagen een story waarin je het resultaat laat zien en vertelt hoe je het ervaart Belangrijk Zorg dat alle content professioneel is past bij jouw stijl en SILK PMU goed naar voren brengt We kijken ernaar uit om samen te werken
2909,Hug Creator Wanted,Collaborating with Peer for Growth and Impact
3008,NOCHE SOCIAL at Café Cuba,"Step into the ultimate midweek party at Cafe Cuba's Noche Social. We are inviting select influencers to enjoy worth of cocktails, food surrounded by great tunes, a buzzing atmosphere and an incredible crowd. From signature cocktails to mouthwatering bites, this is your chance to capture a night full of flavor, energy and fun. Perfect for a Wednesday night out because the weekend starts when you say it does"
1128,OMAKASE BOX,OMAKASE BOX carefully selected by the chef Seating is at the bar Message us if you wish to be seated elsewhere
2855,Sunday Funday Cocktail Pitcher Deal,Come and enjoy the Sunday Funday Cocktail Pitcher Deal at Longhorn Bar Grill Tell about the deal for only you get a delicious cocktail pitcher to share Upgrade your experience with a cocktail pitcher bite deal Perfect to end your weekend in a relaxed atmosphere Requirement for the influencer Post an atmospheric photo or video of the Sunday Funday Deal on Instagram Mention the price of the deal and tag longhornbargrill in your post Use the prescribed hashtags Share at least one story on Sunday when the deal is visible Choose locations for this Barter deal Longhorn Bar Grill With this deal you attract more people to Longhorn on a quiet Sunday while influencers have a fun experience to share with their followers
3587,Paddle Pizza Pinsa,Padel Pizza Pinsa Zin in een sportieve en smaakvolle middag Kom uur padellen voor vier personen en geniet daarna van heerlijke vers bereide slices pizza margherita salami en pinsa met zalm carpaccio Start met padel en ontspan daarna met hapjes en drankjes in het gezellige Lucky s Next Door Dit krijg je van ons uur buiten padellen Heerlijke pizza slices margherita salami en pinsa zalm carpaccio Een drankje naar keuze Voor vier personen De datum en tijden liggen vast dus reageer alleen als je er echt bij kunt zijn
2512,Promote BEÄR wooden watches for him and her,Promote BEÄR Brussels wooden watches with this exclusive influencer collaboration Receive a stylish BEÄR Brussels wooden watch value Create engaging content showcasing the watch s unique design and sustainable appeal Highlight the watch s versatility for various occasions In order to send the goods I will need address email and phone number
3009,Shapewear review,"In exchange for a free Powershaper, you get access to the Arc Power Up program for six months. We ask for a review video of before and after photos. Nice deal, isn’t it?"
3108,Special dog leash.,"for this deal I send the person concerned a free dog bed, and after good consultation I am also ridden to have your dog's name put on it"
3207,Travel lifestyle influencers for a unique opportunity,SEREGO creates high end travel essentials that combine modern functionality with a timeless design crafted from sustainable materials Luxury leather passport holders made from premium eco conscious materials built to last Elegant luggage tags durable stylish and designed for the modern traveler with unique functionality WHAT YOU GET A free personalized SEREGO product of your choice The opportunity to be one of the first creators to collaborate with us
3876,Unbox premium halal food from the Bakkali app.,Get a free halal box from Bakkali app worth your choice of premium halal meat Middle Eastern pantry items or a ready to cook recipe kit In return post a short unboxing video Reel or TikTok within days Ideal for UK based creators who align with halal values and love sharing quality food content
2933,Suprey Knee Massager,"We are Suprey. We are an innovative company that is fully dedicated to developing natural and effective solutions for pain relief, including the Knee Body Neck Foot Massager. Our goal is to free people from the physical and emotional burden of chronic pain so they can enjoy life again"
